"gene_id","chr","start","end","width","cpg_oe"
"gene-LOC134706815","NC_086374.1",24674236,24729648,55413,0.79475902936796
"gene-LOC134705673","NC_086374.1",24731783,24759320,27538,0.787188590186386
"gene-LOC134704984","NC_086374.1",24802531,24804932,2402,0.51238867680778
"gene-LOC134704985","NC_086374.1",24811627,24814028,2402,0.51238867680778
"gene-LOC134704986","NC_086374.1",24815023,24817424,2402,0.51238867680778
"gene-LOC134704987","NC_086374.1",24820259,24822660,2402,0.51238867680778
"gene-LOC134704988","NC_086374.1",24826231,24828632,2402,0.51238867680778
"gene-LOC134706818","NC_086374.1",24857126,24862567,5442,0.253150688382537
"gene-LOC134706817","NC_086374.1",24862584,24875410,12827,0.394409276590708
"gene-LOC134706819","NC_086374.1",24890042,24895886,5845,0.842316093949494
"gene-LOC134706820","NC_086374.1",24899061,24927301,28241,0.901146950237527
"gene-LOC134706822","NC_086374.1",24937160,24961776,24617,1.01695354397799
"gene-LOC134706824","NC_086374.1",24969154,24977438,8285,0.298687882848023
"gene-LOC134706823","NC_086374.1",24978192,24980764,2573,0.344301817656834
"gene-LOC134705674","NC_086374.1",24986224,24999721,13498,0.68672061214149
"gene-LOC134706825","NC_086374.1",25001499,25008871,7373,0.873696100163735
"gene-LOC134706826","NC_086374.1",25012800,25030303,17504,0.343740182779097
"gene-LOC134706827","NC_086374.1",25033487,25152720,119234,0.45284430252142
"gene-LOC134705675","NC_086374.1",25237352,25242820,5469,0.542911657459009
"gene-LOC134706828","NC_086374.1",25316376,25318667,2292,0.601959471651296
"gene-LOC134706830","NC_086374.1",25328736,25362373,33638,0.274056953157847
"gene-LOC134705676","NC_086374.1",25373255,25400605,27351,0.88383159597661
"gene-LOC134706831","NC_086374.1",25404804,25418023,13220,0.791841200377044
"gene-LOC134706832","NC_086374.1",25437569,25461089,23521,0.348898631382783
"gene-LOC134706833","NC_086374.1",25461132,25474311,13180,0.332250830383845
"gene-LOC134704989","NC_086374.1",25482412,25484336,1925,0.771152551853235
"gene-LOC134704990","NC_086374.1",25488878,25490405,1528,0.65083512249745
"gene-LOC134704991","NC_086374.1",25497456,25498989,1534,0.887148665977147
"gene-LOC134706834","NC_086374.1",25534521,25536045,1525,0.792923760473279
"gene-LOC134706835","NC_086374.1",25556651,25572896,16246,0.899378028201003
"gene-LOC134706836","NC_086374.1",25582314,25616389,34076,0.437521105212444
"gene-LOC134708610","NC_086374.1",25600580,25604719,4140,0.385937366733964
"gene-LOC134704992","NC_086374.1",25609528,25611094,1567,1.04921975815066
"gene-LOC134706837","NC_086374.1",25623340,25655401,32062,0.260016072620979
"gene-LOC134706839","NC_086374.1",25660455,25662642,2188,0.811217096227769
"gene-LOC134705677","NC_086374.1",25664300,25671666,7367,0.729366333203249
"gene-LOC134705678","NC_086374.1",25677815,25679230,1416,0.812500405225792
"gene-LOC134704993","NC_086374.1",25683083,25692620,9538,0.751514596462782
"gene-LOC134705679","NC_086374.1",25693593,25700062,6470,0.704237522821769
"gene-LOC134706841","NC_086374.1",25703020,25711813,8794,0.839504902797037
"gene-LOC134706840","NC_086374.1",25711964,25724316,12353,0.802829208124636
"gene-LOC134704994","NC_086374.1",25727302,25735895,8594,0.769719796518038
"gene-LOC134706842","NC_086374.1",25746359,25777735,31377,0.446802177810695
"gene-LOC134706843","NC_086374.1",25785423,25827755,42333,0.524540299204854
"gene-LOC134708611","NC_086374.1",25797883,25799259,1377,0.29381678608618
"gene-LOC134706844","NC_086374.1",25826054,25846194,20141,0.49281550656778
"gene-LOC134706846","NC_086374.1",25879357,25906579,27223,0.420054262949438
"gene-LOC134705681","NC_086374.1",25909174,25909620,447,0.972454357652707
"gene-LOC134704995","NC_086374.1",25917848,25920335,2488,0.875915118979051
"gene-LOC134706847","NC_086374.1",25924884,25927827,2944,0.772296667617498
"gene-LOC134706848","NC_086374.1",25930425,25936042,5618,0.8874104118504
"gene-LOC134704996","NC_086374.1",25941897,25946961,5065,0.799549278570526
"gene-LOC134704998","NC_086374.1",25952601,25956967,4367,0.972030038383885
"gene-LOC134704999","NC_086374.1",25964694,25973821,9128,0.735246158023963
"gene-LOC134705682","NC_086374.1",25988575,26006476,17902,0.876269082156656
"gene-LOC134706849","NC_086374.1",26013812,26031459,17648,0.876739576148214
"gene-LOC134705683","NC_086374.1",26048585,26061789,13205,0.963552539057885
"gene-LOC134705000","NC_086374.1",26061938,26071394,9457,0.839965919977241
"gene-LOC134705684","NC_086374.1",26071892,26072966,1075,0.747152115777272
"gene-LOC134706850","NC_086374.1",26089546,26110435,20890,0.37551428878872
"gene-LOC134706851","NC_086374.1",26179524,26213952,34429,0.371936984559838
"gene-LOC134706852","NC_086374.1",26226466,26237664,11199,0.624952904225035
"gene-LOC134706853","NC_086374.1",26271088,26274778,3691,0.497306070986356
"gene-LOC134706854","NC_086374.1",26281142,26291957,10816,0.329329743571088
"gene-LOC134705001","NC_086374.1",26294700,26297572,2873,0.656147177830974
"gene-LOC134706856","NC_086374.1",26300346,26308181,7836,0.937758226311666
"gene-LOC134705685","NC_086374.1",26322906,26331492,8587,0.833813996407274
"gene-LOC134706857","NC_086374.1",26349908,26356261,6354,1.10767937666558
"gene-LOC134706858","NC_086374.1",26363829,26374062,10234,0.938483510469285
"gene-LOC134706859","NC_086374.1",26387702,26449316,61615,0.594997334159141
"gene-LOC134705002","NC_086374.1",26395816,26398533,2718,0.130144749184346
"gene-LOC134705003","NC_086374.1",26410648,26424377,13730,0.427767238608223
"gene-LOC134706860","NC_086374.1",26455014,26487737,32724,0.865819941762912
"gene-LOC134705686","NC_086374.1",26491705,26493010,1306,1.23400464533995
"gene-LOC134706861","NC_086374.1",26497607,26523322,25716,0.928455955976243
"gene-LOC134705687","NC_086374.1",26543411,26545818,2408,0.879638656426098
"gene-LOC134706862","NC_086374.1",26551022,26593721,42700,0.70713526505935
"gene-LOC134706863","NC_086374.1",26585158,26586321,1164,0.1678965901662
"gene-LOC134706864","NC_086374.1",26598131,26617738,19608,0.329690192284288
"gene-LOC134705004","NC_086374.1",26620234,26629352,9119,0.843095114117361
"gene-LOC134706866","NC_086374.1",26644821,26681801,36981,0.25967995511823
"gene-LOC134706865","NC_086374.1",26680486,26697109,16624,0.519749420002463
"gene-LOC134706867","NC_086374.1",26701948,26703700,1753,0.812037301285304
"gene-LOC134706868","NC_086374.1",26709307,26724305,14999,0.32184863641494
"gene-LOC134706869","NC_086374.1",26726415,26757292,30878,0.379361086111595
"gene-LOC134706871","NC_086374.1",26766932,26937045,170114,0.325481670408091
"gene-LOC134706872","NC_086374.1",26945379,26948258,2880,0.810690746517161
"gene-LOC134706873","NC_086374.1",26956361,26981054,24694,0.763840875533369
"gene-LOC134705688","NC_086374.1",26996699,27003635,6937,0.372737677613944
"gene-LOC134706874","NC_086374.1",27001919,27034812,32894,0.362843211141665
"gene-LOC134706875","NC_086374.1",27041064,27050728,9665,0.311876441249042
"gene-LOC134705690","NC_086374.1",27074463,27082951,8489,0.852718133547776
"gene-LOC134706876","NC_086374.1",27084708,27103716,19009,0.319659226086458
"gene-LOC134706877","NC_086374.1",27110011,27118567,8557,0.421137323932792
"gene-LOC134706878","NC_086374.1",27125767,27139069,13303,0.327622363128428
"gene-LOC134706879","NC_086374.1",27177203,27204482,27280,0.764502108280737
"gene-LOC134705691","NC_086374.1",27204410,27237123,32714,0.824576115996665
"gene-LOC134706880","NC_086374.1",27249001,27285348,36348,0.412957840374452
"gene-LOC134706883","NC_086374.1",27291913,27310457,18545,0.445572891776156
"gene-LOC134706882","NC_086374.1",27310453,27323319,12867,0.406663491162312
"gene-LOC134706884","NC_086374.1",27326357,27330238,3882,0.883217891283258
"gene-LOC134706885","NC_086374.1",27339872,27346873,7002,0.584721657537295
"gene-LOC134706886","NC_086374.1",27346909,27356869,9961,0.523804139510197
"gene-LOC134706887","NC_086374.1",27365042,27509542,144501,0.303889116393463
"gene-LOC134706890","NC_086374.1",27512920,27521032,8113,0.512756262721238
"gene-LOC134706889","NC_086374.1",27521054,27537286,16233,0.49815324645408
"gene-LOC134706891","NC_086374.1",27545406,27579638,34233,0.475445940375857
"gene-LOC134706893","NC_086374.1",27585829,27594634,8806,0.389866708453347
"gene-LOC134706894","NC_086374.1",27595724,27598485,2762,0.273781248730441
"gene-LOC134706895","NC_086374.1",27601593,27615815,14223,0.490833074948026
"gene-LOC134706896","NC_086374.1",27605721,27607728,2008,0.474449224795708
"gene-LOC134706897","NC_086374.1",27617639,27639672,22034,0.26966921738375
"gene-LOC134706898","NC_086374.1",27648249,27688775,40527,0.347418470984455
"gene-LOC134706900","NC_086374.1",27691268,27716871,25604,0.533002987508672
"gene-LOC134706901","NC_086374.1",27721113,27722387,1275,0.572982012517909
"gene-LOC134706902","NC_086374.1",27735353,27758125,22773,0.641961967479459
"gene-LOC134705692","NC_086374.1",27737307,27743670,6364,0.530326750323964
"gene-LOC134705005","NC_086374.1",27760500,27762223,1724,0.871031272953096
"gene-LOC134705006","NC_086374.1",27767331,27771915,4585,0.992567289806431
"gene-LOC134705007","NC_086374.1",27781745,27794459,12715,0.367033561383547
"gene-LOC134706903","NC_086374.1",27806956,27828903,21948,0.837919234521596
"gene-LOC134705009","NC_086374.1",27825740,27827778,2039,0.838618947306785
"gene-LOC134705010","NC_086374.1",27829967,27841273,11307,0.803772463962844
"gene-LOC134706905","NC_086374.1",27843648,27859313,15666,0.696440843124953
"gene-LOC134706906","NC_086374.1",27860495,27876893,16399,0.6862372437589
"gene-LOC134706907","NC_086374.1",27883144,27896249,13106,0.971208432214464
"gene-LOC134706908","NC_086374.1",27904402,27918876,14475,0.809277854616166
"gene-LOC134705693","NC_086374.1",27928664,27943456,14793,0.737399637120926
"gene-LOC134706909","NC_086374.1",27947945,28018703,70759,0.324339131986025
"gene-LOC134706910","NC_086374.1",28021562,28034039,12478,0.846747734497594
"gene-LOC134706911","NC_086374.1",28034071,28053907,19837,0.4662178355361
"gene-LOC134706912","NC_086374.1",28065653,28105982,40330,0.326781283653445
"gene-LOC134705012","NC_086374.1",28110682,28120971,10290,0.784251641409523
"gene-LOC134705011","NC_086374.1",28112744,28114724,1981,0.564234098228663
"gene-LOC134706914","NC_086374.1",28126558,28135422,8865,0.287787551679912
"gene-LOC134706923","NC_086374.1",28137028,28151284,14257,0.76287451700614
"gene-LOC134706915","NC_086374.1",28161710,28185297,23588,0.543776168162089
"gene-LOC134706917","NC_086374.1",28191379,28199202,7824,0.450153606089578
"gene-LOC134706916","NC_086374.1",28199119,28208805,9687,0.520630831724959
"gene-LOC134706920","NC_086374.1",28212880,28225348,12469,0.435720085891647
"gene-LOC134706919","NC_086374.1",28225386,28231516,6131,0.173534291037506
"gene-LOC134705694","NC_086374.1",28287029,28287817,789,1.24214036011876
"gene-LOC134706921","NC_086374.1",28294923,28313143,18221,0.777054590189651
"gene-LOC134705695","NC_086374.1",28329070,28331188,2119,0.715467068996501
"gene-LOC134705013","NC_086374.1",28331308,28335245,3938,0.840379478773139
"gene-LOC134705696","NC_086374.1",28336461,28339212,2752,0.789277627151428
"gene-LOC134705014","NC_086374.1",28339285,28342733,3449,1.01873943828056
"gene-LOC134705697","NC_086374.1",28374178,28376643,2466,0.799322664579518
"gene-LOC134705699","NC_086374.1",28398730,28403209,4480,0.78221904191526
"gene-LOC134705015","NC_086374.1",28434474,28436921,2448,0.790392386112902
"gene-LOC134705700","NC_086374.1",28436966,28442842,5877,0.824851478682921
"gene-LOC134706922","NC_086374.1",28462642,28486187,23546,0.347631063513355
"gene-LOC134705016","NC_086374.1",28489468,28523076,33609,0.853873622889611
"gene-LOC134706924","NC_086374.1",28535439,28548580,13142,0.595902821161594
"gene-LOC134706925","NC_086374.1",28569483,28585638,16156,0.463653192136147
"gene-LOC134706927","NC_086374.1",28588902,28596918,8017,0.550355029574314
"gene-LOC134706926","NC_086374.1",28596915,28608017,11103,0.499366266181163
"gene-LOC134706930","NC_086374.1",28609386,28636547,27162,0.455003908611184
"gene-LOC134706929","NC_086374.1",28622043,28628066,6024,0.181446532858919
"gene-LOC134706931","NC_086374.1",28678911,28695235,16325,0.768752012762985
"gene-LOC134705701","NC_086374.1",28716667,28733000,16334,0.717611916760785
"gene-LOC134705017","NC_086374.1",28771235,28779963,8729,0.70149088593099
"gene-LOC134705702","NC_086374.1",28774029,28775909,1881,0.637613077571834
"gene-LOC134705018","NC_086374.1",28815464,28817493,2030,0.624481287966554
"gene-LOC134705703","NC_086374.1",28817519,28831924,14406,0.828420233162146
"gene-LOC134705019","NC_086374.1",28832865,28837222,4358,0.750574004470068
"gene-LOC134706932","NC_086374.1",28863350,28901435,38086,0.83778842879191
"gene-LOC134705704","NC_086374.1",28902170,28913822,11653,0.997055496751528
"gene-LOC134705020","NC_086374.1",28991973,29038416,46444,0.865953220624557
"gene-LOC134706933","NC_086374.1",29060380,29075927,15548,0.834930815187648
"gene-LOC134706935","NC_086374.1",29096531,29227499,130969,0.626542161133654
"gene-LOC134706934","NC_086374.1",29176640,29194125,17486,0.801342762310804
"gene-LOC134706937","NC_086374.1",29228361,29241975,13615,0.866714551527375
"gene-LOC134705022","NC_086374.1",29253605,29280695,27091,0.863434778697636
"gene-LOC134705023","NC_086374.1",29283895,29314345,30451,0.884737329453463
"gene-LOC134706938","NC_086374.1",29322784,29344901,22118,0.380891540735452
"gene-LOC134705024","NC_086374.1",29349243,29350144,902,0.869001428969482
"gene-LOC134705025","NC_086374.1",29355252,29355995,744,0.691324905052713
"gene-LOC134706939","NC_086374.1",29363971,29444161,80191,0.443089750931344
"gene-LOC134706940","NC_086374.1",29382955,29388537,5583,0.92843508385134
"gene-LOC134705026","NC_086374.1",29452614,29457231,4618,0.851208239520833
"gene-LOC134706941","NC_086374.1",29465270,29507783,42514,0.454701239114201
"gene-LOC134706943","NC_086374.1",29511581,29537628,26048,0.349400032416588
"gene-LOC134706944","NC_086374.1",29541591,29544226,2636,0.846692397212225
"gene-LOC134705027","NC_086374.1",29547978,29552713,4736,0.879145391876812
"gene-LOC134705028","NC_086374.1",29557849,29565404,7556,0.874531330412752
"gene-LOC134706945","NC_086374.1",29567622,29571713,4092,0.684804472783148
"gene-LOC134706946","NC_086374.1",29575487,29600766,25280,0.444986846184705
"gene-LOC134706947","NC_086374.1",29604845,29624473,19629,0.456168966957002
"gene-LOC134706950","NC_086374.1",29628234,29650015,21782,0.295145281321419
"gene-LOC134706948","NC_086374.1",29643928,29675389,31462,0.356320444302425
"gene-LOC134706951","NC_086374.1",29749741,29764748,15008,0.766948190471729
"gene-LOC134705705","NC_086374.1",29833947,29836132,2186,0.97612506346361
"gene-LOC134706953","NC_086374.1",29841425,29861174,19750,0.834321840209864
"gene-LOC134706952","NC_086374.1",29865658,29870905,5248,0.74271367224586
"gene-LOC134706954","NC_086374.1",29874449,29899161,24713,0.315947060905726
"gene-LOC134706955","NC_086374.1",29915046,29942514,27469,0.273582817728319
"gene-LOC134706956","NC_086374.1",29947706,29952890,5185,0.349546581629372
"gene-LOC134705706","NC_086374.1",29959143,30032822,73680,0.469288829999214
"gene-LOC134706957","NC_086374.1",30049401,30062821,13421,0.667781131502216
"gene-LOC134705029","NC_086374.1",30066395,30096990,30596,0.749665161653511
"gene-LOC134706959","NC_086374.1",30098216,30115804,17589,0.556096308202575
"gene-LOC134706962","NC_086374.1",30122488,30131419,8932,0.4448128359168
"gene-LOC134706961","NC_086374.1",30131601,30135150,3550,0.389646046675172
"gene-LOC134706963","NC_086374.1",30143603,30161364,17762,0.325767528375804
"gene-LOC134706964","NC_086374.1",30171422,30184012,12591,0.378499670422991
"gene-LOC134706965","NC_086374.1",30196337,30232094,35758,0.380959505388629
"gene-LOC134706967","NC_086374.1",30240990,30242582,1593,0.500677995283078
"gene-LOC134706968","NC_086374.1",30246255,30247224,970,0.834511964087633
"gene-LOC134705031","NC_086374.1",30251772,30259754,7983,0.830676571327547
"gene-LOC134705708","NC_086374.1",30269042,30277706,8665,0.793340198665474
"gene-LOC134705032","NC_086374.1",30278945,30287029,8085,0.815013861964842
"gene-LOC134705033","NC_086374.1",30290846,30296486,5641,0.833371984474521
"gene-LOC134706969","NC_086374.1",30302931,30331108,28178,0.91049337408524
"gene-LOC134705034","NC_086374.1",30341597,30375003,33407,0.923299869250733
"gene-LOC134706970","NC_086374.1",30390721,30416819,26099,0.285516756686269
"gene-LOC134706972","NC_086374.1",30428032,30453372,25341,0.338302846682446
"gene-LOC134705035","NC_086374.1",30463046,30473200,10155,0.753979485307645
"gene-LOC134706973","NC_086374.1",30481959,30486669,4711,0.374463593031594
"gene-LOC134705709","NC_086374.1",30503823,30521796,17974,0.559688876534621
"gene-LOC134705036","NC_086374.1",30537508,30545181,7674,0.813708557912455
"gene-LOC134706974","NC_086374.1",30554360,30563924,9565,0.473918176912415
"gene-LOC134705037","NC_086374.1",30577016,30584396,7381,0.706822897783022
"gene-LOC134706975","NC_086374.1",30593634,30611964,18331,0.415816445920768
"gene-LOC134706976","NC_086374.1",30611956,30625292,13337,0.457678732373421
"gene-LOC134706977","NC_086374.1",30630420,30643160,12741,0.520098618668893
"gene-LOC134706979","NC_086374.1",30643113,30654979,11867,0.361089291225582
"gene-LOC134706980","NC_086374.1",30663541,30677335,13795,0.363026361842111
"gene-LOC134705038","NC_086374.1",30684548,30686087,1540,0.724569416705446
"gene-LOC134705710","NC_086374.1",30688416,30697536,9121,0.783537474036584
"gene-LOC134706982","NC_086374.1",30699498,30724223,24726,0.818522257529254
"gene-LOC134706981","NC_086374.1",30730445,30778180,47736,0.921209441316952
"gene-LOC134705711","NC_086374.1",30732969,30734927,1959,1.23931656224995
"gene-LOC134705039","NC_086374.1",30785655,30795647,9993,0.962362434415506
"gene-LOC134705041","NC_086374.1",30796848,30800016,3169,0.831598627277258
"gene-LOC134705042","NC_086374.1",30803656,30807816,4161,0.928460491477975
"gene-LOC134706984","NC_086374.1",30820308,30824093,3786,0.913953620579995
"gene-LOC134705043","NC_086374.1",30833398,30841577,8180,0.954297326691902
"gene-LOC134706985","NC_086374.1",30848524,30857062,8539,0.269066536286108
"gene-LOC134705712","NC_086374.1",30858251,30868405,10155,0.851942965999502
"gene-LOC134705044","NC_086374.1",30874196,30880856,6661,0.768489279354887
"gene-LOC134706986","NC_086374.1",30887248,30897301,10054,0.906558318262588
"gene-LOC134705713","NC_086374.1",30943915,30944872,958,0.752533278231764
"gene-LOC134706987","NC_086374.1",30962143,30973277,11135,1.04691738812456
"gene-LOC134706988","NC_086374.1",30976203,30988906,12704,0.919395392929013
"gene-LOC134706989","NC_086374.1",31025883,31035981,10099,0.388503959576126
"gene-LOC134705045","NC_086374.1",31047824,31060947,13124,0.926926087610258
"gene-LOC134705046","NC_086374.1",31133656,31139467,5812,0.79865866385695
"gene-LOC134705047","NC_086374.1",31170867,31172818,1952,0.830805364337665
"gene-LOC134706991","NC_086374.1",31179305,31272642,93338,0.302217866377405
"gene-LOC134706992","NC_086374.1",31280363,31312039,31677,0.412750354070783
"gene-LOC134706993","NC_086374.1",31327883,31360190,32308,0.334126613153397
"gene-LOC134705048","NC_086374.1",31367293,31382910,15618,1.1583802300303
"gene-LOC134706995","NC_086374.1",31384730,31401876,17147,0.381245160014914
"gene-LOC134706996","NC_086374.1",31447347,31458014,10668,0.192297214025261
"gene-LOC134706997","NC_086374.1",31466056,31468704,2649,0.262310166241438
"gene-LOC134706998","NC_086374.1",31473435,31557764,84330,0.292823534645657
"gene-LOC134707001","NC_086374.1",31575455,31590879,15425,0.39478802377756
"gene-LOC134707000","NC_086374.1",31590949,31624075,33127,0.363365142373454
"gene-LOC134705049","NC_086374.1",31642066,31646668,4603,0.553729188786504
"gene-LOC134707002","NC_086374.1",31663146,31774293,111148,0.302013292002055
"gene-LOC134707004","NC_086374.1",31780080,31837960,57881,0.334546758629061
"gene-LOC134707006","NC_086374.1",31845662,31853475,7814,0.768365015067915
"gene-LOC134707008","NC_086374.1",31860375,31863322,2948,0.719995897432839
"gene-LOC134707010","NC_086374.1",31863082,31873480,10399,0.818957831245263
"gene-LOC134707007","NC_086374.1",31866703,31870849,4147,0.923404515695522
"gene-LOC134707011","NC_086374.1",31879495,31901770,22276,0.267509269815873
"gene-LOC134707012","NC_086374.1",31904902,31912698,7797,0.918600556987974
"gene-LOC134705714","NC_086374.1",31916912,31919257,2346,0.855490910293312
"gene-LOC134705051","NC_086374.1",31921020,31923704,2685,0.765122004643823
"gene-LOC134707013","NC_086374.1",31927320,31934349,7030,0.818900196355737
"gene-LOC134707017","NC_086374.1",31934778,31941367,6590,0.712047569441515
"gene-LOC134707014","NC_086374.1",31941363,31954802,13440,0.404433190975461
"gene-LOC134707018","NC_086374.1",31973040,32038025,64986,0.292879264298367
"gene-LOC134705052","NC_086374.1",32042976,32077745,34770,0.380244465142918
"gene-LOC134707019","NC_086374.1",32081175,32095543,14369,0.380196712639753
"gene-LOC134707021","NC_086374.1",32137490,32149021,11532,0.703081664688801
"gene-LOC134707020","NC_086374.1",32149003,32158154,9152,0.278102168811207
"gene-LOC134707022","NC_086374.1",32175053,32184225,9173,0.847894618377607
"gene-LOC134707024","NC_086374.1",32186496,32214297,27802,0.791276526972591
"gene-LOC134705715","NC_086374.1",32187162,32197352,10191,0.942864151215484
"gene-LOC134707025","NC_086374.1",32219476,32227722,8247,0.811924144312366
"gene-LOC134707026","NC_086374.1",32230323,32242529,12207,0.751103882919973
"gene-LOC134705716","NC_086374.1",32248717,32273308,24592,0.881306778606255
"gene-LOC134707027","NC_086374.1",32276851,32320457,43607,0.866552450715873
"gene-LOC134705717","NC_086374.1",32328583,32367996,39414,0.849184555590189
"gene-LOC134707028","NC_086374.1",32384852,32410718,25867,0.614334084136199
"gene-LOC134705719","NC_086374.1",32404547,32408005,3459,1.25034164358801
"gene-LOC134707029","NC_086374.1",32410721,32419956,9236,0.34140301996909
"gene-LOC134707031","NC_086374.1",32426902,32435725,8824,0.406560136535584
"gene-LOC134707030","NC_086374.1",32435920,32438870,2951,0.807849353477706
"gene-LOC134705720","NC_086374.1",32444569,32445867,1299,0.879471010484036
"gene-LOC134707032","NC_086374.1",32449343,32471936,22594,0.771198893864521
"gene-LOC134705721","NC_086374.1",32477864,32515191,37328,0.811776331656057
"gene-LOC134705722","NC_086374.1",32529126,32539730,10605,0.892785397177557
"gene-LOC134705053","NC_086374.1",32557019,32562825,5807,0.753131146379769
"gene-LOC134705054","NC_086374.1",32566651,32569218,2568,0.594788986469605
"gene-LOC134705723","NC_086374.1",32593933,32594949,1017,0.978847100242277
"gene-LOC134705724","NC_086374.1",32709441,32727401,17961,1.01628956901787
"gene-LOC134705725","NC_086374.1",32873086,32902265,29180,0.854031168332747
"gene-LOC134707033","NC_086374.1",32953950,32977826,23877,0.44008106023696
"gene-LOC134707034","NC_086374.1",32979959,32983692,3734,0.430128037227743
"gene-LOC134707035","NC_086374.1",32987924,33036493,48570,0.264096121251898
"gene-LOC134707037","NC_086374.1",33039624,33045460,5837,0.558042897428247
"gene-LOC134707038","NC_086374.1",33059418,33071996,12579,0.867879373603597
"gene-LOC134707040","NC_086374.1",33081377,33096865,15489,0.913433191683342
"gene-LOC134707041","NC_086374.1",33096935,33120554,23620,0.769893552426845
"gene-LOC134707042","NC_086374.1",33127777,33140668,12892,0.688780315215514
"gene-LOC134707043","NC_086374.1",33149275,33158368,9094,0.510951741100643
"gene-LOC134707045","NC_086374.1",33158349,33163265,4917,0.46758385261482
"gene-LOC134707046","NC_086374.1",33171240,33179399,8160,0.355451086202949
"gene-LOC134707048","NC_086374.1",33189305,33218221,28917,0.561886363241214
"gene-LOC134707047","NC_086374.1",33202832,33207093,4262,0.697747237200791
"gene-LOC134707049","NC_086374.1",33311757,33322547,10791,0.794416881152185
"gene-LOC134705727","NC_086374.1",33392180,33392761,582,0.370866234841219
"gene-LOC134705055","NC_086374.1",33424847,33426493,1647,0.941641258232738
"gene-LOC134707050","NC_086374.1",33510499,33520770,10272,0.925662645192961
"gene-LOC134707052","NC_086374.1",33584664,33598175,13512,0.522543564923037
"gene-LOC134707053","NC_086374.1",33602770,33609172,6403,0.863901883240423
"gene-LOC134707055","NC_086374.1",33611157,33617136,5980,0.90132031310366
"gene-LOC134707054","NC_086374.1",33622817,33656574,33758,0.496605954180038
"gene-LOC134705056","NC_086374.1",33650769,33654445,3677,0.364122391053838
"gene-LOC134707056","NC_086374.1",33661940,33672403,10464,0.28711394746107
"gene-LOC134707057","NC_086374.1",33709409,33712973,3565,0.84690911254089
"gene-LOC134707058","NC_086374.1",33748625,33751271,2647,0.971386785740627
"gene-LOC134707059","NC_086374.1",33755528,33781313,25786,0.406297982802532
"gene-LOC134707060","NC_086374.1",33790820,33830761,39942,0.430755976877709
"gene-LOC134708677","NC_086374.1",33794148,33794278,131,0.17461334961335
"gene-LOC134708672","NC_086374.1",33795630,33795760,131,0.188045145737453
"gene-LOC134708678","NC_086374.1",33796210,33796341,132,0.204627128596594
"gene-LOC134708684","NC_086374.1",33796563,33796694,132,0.182452172274055
"gene-LOC134708688","NC_086374.1",33799762,33799893,132,0.204627128596594
"gene-LOC134708670","NC_086374.1",33800184,33800314,131,0.188045145737453
"gene-LOC134708676","NC_086374.1",33800950,33801080,131,0.188045145737453
"gene-LOC134708679","NC_086374.1",33801305,33801435,131,0.20308875739645
"gene-LOC134708669","NC_086374.1",33805118,33805248,131,0.19527765134274
"gene-LOC134708673","NC_086374.1",33805381,33805511,131,0.188045145737453
"gene-LOC134708685","NC_086374.1",33805644,33805772,129,0.200629340277778
"gene-LOC134708689","NC_086374.1",33811377,33811506,130,0.210962563507221
"gene-LOC134708680","NC_086374.1",33812677,33812807,131,0.377164835164835
"gene-LOC134708674","NC_086374.1",33814705,33814835,131,0.188045145737453
"gene-LOC134708683","NC_086374.1",33815228,33815359,132,0.190010905125409
"gene-LOC134708686","NC_086374.1",33815581,33815712,132,0.189469563515365
"gene-LOC134708681","NC_086374.1",33826628,33826759,132,0.213153258954786
"gene-LOC134707066","NC_086374.1",33839845,33866871,27027,0.40202078817032
"gene-LOC134707063","NC_086374.1",33877340,33898580,21241,0.384735990093011
"gene-LOC134707062","NC_086374.1",33899831,33933035,33205,0.877675959799994
"gene-LOC134705057","NC_086374.1",33937760,33940649,2890,0.70948207614064
"gene-LOC134705728","NC_086374.1",33942410,33946859,4450,0.749184524106591
"gene-LOC134705729","NC_086374.1",33950546,33989653,39108,0.920117135422243
"gene-LOC134705730","NC_086374.1",34005050,34010359,5310,0.905422627351283
"gene-LOC134707064","NC_086374.1",34019059,34078112,59054,0.774861000828078
"gene-LOC134707065","NC_086374.1",34096086,34135985,39900,0.458779565217748
"gene-LOC134707067","NC_086374.1",34147126,34157038,9913,0.960764231297046
"gene-LOC134705058","NC_086374.1",34179363,34187511,8149,0.801516162036199
"gene-LOC134705731","NC_086374.1",34193360,34199908,6549,0.331621764696769
"gene-LOC134705059","NC_086374.1",34199978,34203479,3502,0.243001012891831
"gene-LOC134707068","NC_086374.1",34206214,34229881,23668,0.762416122255157
"gene-LOC134705732","NC_086374.1",34230626,34240020,9395,0.732210641376986
"gene-LOC134705733","NC_086374.1",34261036,34265774,4739,0.748290476716738
"gene-LOC134705060","NC_086374.1",34267064,34271765,4702,0.878582457321449
"gene-LOC134705062","NC_086374.1",34275060,34278359,3300,0.920247982942787
"gene-LOC134707069","NC_086374.1",34284217,34297246,13030,0.891812918025103
"gene-LOC134705063","NC_086374.1",34298568,34303009,4442,0.88272944838022
"gene-LOC134705064","NC_086374.1",34303322,34312788,9467,0.823782147128886
"gene-LOC134707071","NC_086374.1",34328947,34338608,9662,0.78531356879927
"gene-LOC134705065","NC_086374.1",34341571,34351391,9821,0.812149506108271
"gene-LOC134707072","NC_086374.1",34356219,34366086,9868,0.990224223798592
